title,date,url,content,scraped_at
,15 jam lalu,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-israel-dan-amerika-serikat-kirim-bantuan-ke-kota-sibolga,"Penjelasan:
Beredar sebuah unggahan video di media sosial yang menampilkan manuver sejumlah helikopter pengiriman bantuan Israel dan Amerika Serikat bagi korban banjir Sumatra pada akhir November 2025.
Faktanya, klaim video pengiriman bantuan Israel dan Amerika Serikat bagi korban banjir Sumatra pada akhir November 2025 adalah hoaks. Dilansir dari tempo.co, rekaman helikopter itu tak berkaitan dengan pengiriman bantuan ke Kota Sibolga. Hingga 3 Desember 2025, Malaysia menjadi satu-satunya negara asing yang tercatat telah mengirimkan bantuan bencana banjir dan longsor di Sumatra. Bantuan tersebut tiba di Bandara Sultan Iskandar Muda, Aceh, pada 29 November 2025. Kondisi berbeda terjadi di Provinsi Sumatra Utara. Gubernur Sumatra Utara Bobby Nasution mengakui distribusi pangan via darat macet total lantaran akses jalan yang masih terputus.
 Link Counter:
https://www.tempo.co/cekfakta/keliru-video-israel-dan-amerika-serikat-kirim-bantuan-ke-sibolga-2095376
https://www.cnnindonesia.com/nasional/20251130030529-20-1300975/malaysia-kirim-obat-obatan-hingga-tim-dokter-untuk-korban-banjir-aceh",2025-12-04
,15 jam lalu,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-kemunculan-buaya-di-banjir-sibolga,"Penjelasan:
Beredar unggahan di media sosial Facebook sebuah video menampilkan kemunculan buaya saat banjir di Kota Sibolga, Provinsi Sumatra Utara.
Faktanya, klaim tersebut adalah tidak benar. Dilansir dari tirto.id, video tersebut pertama kali diunggah oleh akun TikTok @ainzeye pada 23 Oktober 2025. Dalam unggahan tersebut disebutkan kejadian seekor buaya yang muncul saat banjir melanda pemukiman. Namun, video tersebut dijelaskan merupakan buatan artificial intelligence (AI). Selain itu, tidak ada pemberitaan kredibel yang memverifikasi informasi tersebut.
 Link Counter:
https://tirto.id/hoaks-video-kemunculan-buaya-di-banjir-sibolga-hmVr
https://www.tiktok.com/@ainzeye/video/7564305086361472263",2025-12-04
,15 jam lalu,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-akun-whatsapp-mengatasnamakan-wakil-gubernur-sulawesi-barat-salim-s-mengga,"Penjelasan:
Beredar sebuah akun WhatsApp yang mengatasnamakan Wakil Gubernur (Wagub) Sulawesi Barat Salim S. Mengga. Akun  WhatsApp tersebut mencantumkan nama serta foto profil Salim S. Mengga dengan nomor +62 857-4647-2070.
Faktanya, akun WhatsApp tersebut adalah tidak benar. Dilansir dari bugispos.com, pemerintah Provinsi Sulawesi Barat telah memastikan bahwa nomor tersebut bukan milik Wakil Gubernur Sulawesi Barat Salim S. Mengga. Akun WhatsApp tersebut terindikasi penipuan. Pelaku mengirim pesan ke sejumlah warga dengan menawarkan berbagai bentuk bantuan hingga program pemerintah yang tidak benar dengan meminta data pribadi serta beberapa persyaratan tertentu. Sejumlah warga mengaku nyaris terjebak karena pola komunikasi yang terkesan rapi dan meyakinkan. Pelaksana Tugas (Plt) Kepala Dinas Komunikasi dan Informatika (Kadis Kominfo) Provinsi Sulawesi Barat Muhammad Ridwan Djafar menyampaikan kepada masyarakat untuk berhati-hati dan tetap waspada bentuk penipuan yang mengatasnamakan pejabat tertentu, baik itu mengatasnamakan Gubernur Sulbar Suhardi Duka maupun Wagub Salim S Mengga .
 Link Counter:
https://bugispos.com/waspada-ki-akun-palsu-wagub-sulbar-menawarkan-bantuan-fiktif-di-whatsapp/",2025-12-04
,15 jam lalu,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-kuis-tebak-nama-kota-oleh-dedi-mulyadi,"Penjelasan:
Beredar sebuah unggahan di media sosial Facebook yang mengeklaim bahwa adanya kuis tebak nama kota oleh Dedi Mulyadi.
Faktanya, klaim tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, tidak ditemukan informasi kredibel mengenai informasi tersebut. Video pada unggahan merupakan hasil rekayasa buatan artificial inteligence (AI) atau deepfake dengan agregat skor 99%. Dapat disimpulkan bahwa unggahan tersebut merupakan phishing atau penipuan.
 Link Counter:
https://turnbackhoax.id/articles/30462
https://www.facebook.com/DediMulyadi1971
 ",2025-12-04
,15 jam lalu,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-dpr-ajukan-tambahan-pajak-baru-bagi-masyarakat,"Penjelasan:
Beredar sebuah unggahan foto di media sosial Facebook yang mengeklaim narasi bahwa Dewan Perwakilan Rakyat (DPR) akan mengajukan tambahan pajak baru bagi masyarakat.
Faktanya, klaim tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, setelah dilakukan pengecekan foto menggunakan Google Lens, hasilnya mengarah ke unggahan akun Instagram pribadi milik Puan Maharani @puanmaharaniri. Diketahui, konteks asli foto adalah momen Puan Maharani, yang saat itu merupakan Ketua ASEAN Inter-Parliamentary Assembly, menyampaikan pesan parlemen ASEAN dalam Konferensi Tingkat Tinggi (KTT) ASEAN ke-42 di Labuan Bajo, Provinsi Nusa Tenggara Timur, pada Mei 2023. Selain itu, pemberitaan detik.com berjudul “Puan Bawa Pesan AIPA di KTT ASEAN, Singgung Ekonomi Hijau dan Perdamaian”, diketahui jika Puan Maharani membahas tentang ekonomi hijau dan perdamaian. Tidak ditemukan pernyataan tentang DPR yang mengajukan tambahan pajak bagi rakyat.
 Link Counter:
https://turnbackhoax.id/articles/30456
https://www.instagram.com/p/CsDmrHousG7/?igsh=MTg3djZ5cWRtOHdsdg%3D%3D
https://news.detik.com/berita/d-6713442/puan-bawa-pesan-aipa-di-ktt-asean-singgung-ekonomi-hijau-perdamaian",2025-12-04
,15 jam lalu,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-menteri-esdm-bahlil-lelang-gunung-lawu-untuk-proyek-listrik-tenaga-panas-bumi,"Penjelasan:
Beredar undangan di media sosial Facebook berisi narasi yang mengeklaim Menteri Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia melelang Gunung Lawu untuk proyek listrik tenaga panas bumi.
Faktanya, klaim tersebut adalah tidak benar. Dilansir dari laman resmi Kementerian ESDM esdm.go.id,  Direktur Jenderal Energi Baru, Terbarukan, dan Konservasi Energi (EBTKE) Kementerian ESDM Eniya Listiani Dewi menegaskan Gunung Lawu tidak masuk dalam Wilayah Kerja Panas Bumi (WKP) dan tidak ada proses lelang maupun aktivitas eksplorasi di kawasan tersebut. Keputusan itu merupakan hasil evaluasi menyeluruh terhadap rencana pengembangan di WKP Gunung Lawu yang diajukan pada tahun 2018 dan resmi dihapus pada tahun 2023. Pada tahun 2024 pemerintah melakukan audiensi dengan Pemerintah Kabupaten Karanganyar dan melibatkan akademisi dari Universitas Sebelas Maret (UNS). Dari hasil diskusi tersebut, Kecamatan Jenawi diusulkan sebagai lokasi alternatif karena berada jauh dari kawasan cagar budaya, situs spiritual, serta wilayah yang memiliki keterikatan erat dengan Gunung Lawu.
 Link Counter:
https://www.esdm.go.id/id/media-center/arsip-berita/pemerintah-pastikan-gunung-lawu-tidak-masuk-wilayah-kerja-panas-bumi
https://turnbackhoax.id/articles/30455
 ",2025-12-04
,2 hari lalu,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-video-gunung-merapi-erupsi-pada-26-november-2025,"Penjelasan :
Beredar di media sosial TikTok unggahan video dengan narasi “darurat bencana dmn2, setelah semeru kini merapi menyusul, semoga segera membaik Indonesia amin”.
Faktanya, setelah dilakukan penelusuran dengan memasukkan potongan gambar dari video tersebut ke Google Lens, hasil penelusuran mengarah ke pemberitaan inews.id berjudul ""Gunung Merapi Erupsi, Awan Panas Putih Membumbung ke Langit"" yang tayang pada Sabtu, 11 Maret 2023.
Link Counter :
https://pandeglang.inews.id/read/267125/gunung-merapi-erupsi-awan-panas-putih-membumbung-ke-langit 
https://turnbackhoax.id/articles/30449",2025-12-04
,2 hari lalu,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-dunia-tetapkan-status-bencana-internasional-untuk-indonesia,"Penjelasan :
Beredar undangan di media sosial TikTok berisi narasi yang mengeklaim negara Amerika Serikat, Singapura, dan Malaysia sudah menurunkan bantuan dan memutuskan bencana di Indonesia sebagai bencana internasional.
Faktanya, klaim tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, tidak ditemukan informasi kredibel yang membenarkan klaim. Melansir dari cnnindonesia.com, Malaysia memang mengirim obat-obatan hingga tim dokter untuk korban banjir Aceh. Sedangkan Amerika Serikat belum turun tangan secara langsung untuk memberikan bantuan, melainkan bantuan berasal dari masyarakat Amerika yang dihimpun melalui dompet dhuafa. Tidak ditemukan penjelasan terkait penetapan status bencana internasional.
Link Counter :
https://turnbackhoax.id/articles/30452 
https://www.cnnindonesia.com/nasional/20251130030529-20-1300975/malaysia-kirim-obat-obatan-hingga-tim-dokter-untuk-korban-banjir-aceh",2025-12-04
,2 hari lalu,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-mark-zuckerberg-bagikan-bantuan-rp3-juta-di-facebook,"Penjelasan :
Beredar sebuah unggahan di media sosial Facebook yang mengeklaim bahwa Mark Zuckerberg membagikan bantuan senilai Rp3 juta.
Faktanya, klaim tersebut adalah tidak benar. Dilansir dari kompas.com, unggahan tersebut merupakan hasil rekayasa digital. Sementara itu, Mark Zuckerberg tidak pernah mengumumkan pemberian bantuan dana melalui Facebook. Pada situs resmi Meta Transparency Center transparency.meta.com, menyebut bahwa tindakan tersebut merupakan upaya penipuan yang melibatkan bisnis atau entitas yang sudah berdiri, dengan menggunakan klaim palsu untuk tujuan menipu.
Link Counter :
https://www.kompas.com/cekfakta/read/2025/12/02/084800582/-hoaks-mark-zuckerberg-bagikan-bantuan-rp-3-juta-di-facebook 
https://transparency.meta.com/policies/community-standards/fraud-and-scams/",2025-12-04
,2 hari lalu,https://www.komdigi.go.id/berita/berita-hoaks/detail/hoaks-tni-au-ambil-alih-bandara-ilegal-imip-morowali,"Penjelasan :
Beredar sebuah unggahan di media sosial Facebook berisi narasi “gerak cepat TNI angkatan udara ambil alih bandara ilegal IIP Morowali (Sulawesi)”.
Faktanya, klaim tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, setelah menelusuri lebih lanjut, ditemukan artikel di laman kemenhan.go.id berjudul “Menhan Sjafrie Peninjauan di Morowali: Uji Kesiapan Pertahanan Terintegrasi dan Pengamanan Obvitnas”. Artikel tersebut menjelaskan bahwa Menteri Pertahanan Republik Indonesia Sjafrie Sjamsoeddin sedang meninjau simulasi pertahanan terintegrasi TNI di Kabupaten Morowali untuk menguji kesiapan pengamanan Obvitnas pada Rabu, 19 November 2025.
Link Counter :
https://turnbackhoax.id/articles/30431 
https://www.kemhan.go.id/2025/11/20/menhan-sjafrie-peninjauan-di-morowali-uji-kesiapan-pertahanan-terintegrasi-dan-pengamanan-obvitnas.html",2025-12-04
